ubicageo_c,ahirregu_a,rensnn1,rensnn2
20225,1,2,0
20226,1,2,0
20227,1,2,0
20228,1,2,0
20229,1,2,0
20230,1,2,0
20231,1,2,0
20232,1,2,0
20233,1,2,0
20234,1,2,0
20235,1,2,0
20236,1,2,0
20237,1,2,0
20238,1,2,0
20239,1,2,0
20240,1,2,0
20241,1,2,0
20242,1,2,0
20243,1,2,0
20244,1,1,2
20245,1,2,0
20246,1,2,0
20247,1,2,0
20248,1,2,0
20249,1,2,0
20250,1,2,0
20251,1,2,0
20252,1,2,0
20253,1,2,0
20254,1,2,0
20255,1,2,0
20256,1,2,0
20257,1,2,0
20258,1,2,0
20259,1,2,0
20260,1,2,0
20261,1,2,0
20262,1,2,0
20263,1,2,0
20264,1,2,0
20265,1,2,0
20266,1,2,0
20267,1,2,0
20268,1,2,0
20269,1,2,0
20270,1,2,0
20271,1,2,0
20272,1,2,0
20273,1,2,0
20274,1,2,0
20275,1,2,0
20276,1,2,0
20277,1,2,0
20278,1,1,2
20279,1,2,0
20280,1,2,0
20281,1,2,0
20282,1,2,0
20283,1,2,0
20284,1,2,0
20285,1,2,0
20286,1,2,0
20287,1,2,0
20288,1,2,0
20289,1,2,0
20290,1,2,0
20291,1,2,0
20292,1,2,0
20293,1,2,0
20294,1,2,0
20295,1,2,0
20296,1,2,0
20297,1,2,0
20298,1,2,0
20299,1,2,0
20300,1,2,0
20301,1,2,0
20302,1,2,0
20303,1,2,0
20304,1,2,0
20305,1,2,0
20306,1,2,0
20307,1,2,0
20308,1,1,2
20309,1,2,0
20310,1,1,2
20311,1,2,0
20312,1,2,0
20313,1,2,0
20314,1,2,0
20315,1,2,0
20316,1,2,0
20317,1,2,0
20318,1,1,2
20319,1,2,0
20320,1,2,0
20321,1,2,0
20322,1,2,0
20323,1,2,0
20324,1,2,0
20325,1,2,0
20326,1,2,0
20327,1,1,1
20328,1,2,0
20329,1,2,0
20330,1,2,0
20331,1,2,0
20332,1,2,0
20333,1,2,0
20334,1,1,2
20335,1,2,0
20336,1,2,0
20337,1,2,0
20338,1,1,1
20339,1,2,0
20340,1,2,0
20341,1,2,0
20342,1,1,2
20343,1,2,0
20344,1,2,0
20345,1,2,0
20346,1,2,0
20347,1,2,0
20348,1,2,0
20349,1,2,0
20350,1,2,0
20351,1,2,0
20352,1,2,0
20353,1,2,0
20354,1,2,0
20355,1,2,0
20356,1,2,0
20357,1,2,0
20358,1,2,0
20359,1,2,0
20360,1,2,0
20361,1,2,0
20362,1,2,0
20363,1,2,0
20364,1,2,0
20365,1,2,0
20366,1,2,0
20367,1,2,0
20368,1,2,0
20369,1,2,0
20370,1,2,0
20371,1,2,0
20372,1,2,0
20373,1,2,0
20374,1,2,0
20375,1,2,0
20376,1,2,0
20377,1,2,0
20378,1,2,0
20379,1,2,0
20380,1,2,0
20381,1,2,0
20382,1,2,0
20383,1,2,0
20384,1,1,2
20385,1,1,1
20386,1,2,0
20387,1,2,0
20388,1,2,0
20389,1,2,0
20390,1,9,97
20391,1,2,0
20392,1,2,0
20393,1,2,0
20394,1,2,0
20395,1,2,0
20396,1,2,0
20397,1,2,0
20398,1,2,0
20399,1,1,2
20400,1,2,0
20401,1,2,0
20402,1,2,0
20403,1,1,1
20404,1,2,0
20405,1,2,0
20406,1,2,0
20407,1,1,2
20408,1,2,0
20409,1,2,0
20410,1,2,0
20411,1,2,0
20412,1,2,0
20413,1,1,2
20414,1,2,0
20415,1,2,0
20416,1,2,0
20417,1,1,2
20418,1,1,2
20419,1,2,0
20420,1,1,2
20421,1,1,2
20422,1,2,0
20423,1,2,0
20424,1,2,0
20425,1,2,0
20426,1,2,0
20427,1,1,2
20428,1,2,0
20429,1,2,0
20430,1,2,0
20431,1,2,0
20432,1,2,0
20433,1,2,0
20434,1,2,0
20435,1,2,0
20436,1,2,0
20437,1,9,97
20438,1,2,0
20439,1,2,0
20440,1,2,0
20441,1,2,0
20442,1,2,0
20443,1,2,0
20444,1,2,0
20445,1,2,0
20446,1,2,0
20447,1,2,0
20448,1,2,0
20449,1,2,0
20450,1,2,0
20451,1,2,0
20452,1,2,0
20453,1,2,0
20454,1,2,0
20455,1,2,0
20456,1,2,0
20457,1,2,0
20458,1,2,0
20459,1,2,0
20460,1,2,0
20461,1,2,0
20462,1,2,0
20463,1,2,0
20464,1,2,0
20465,1,2,0
20466,1,2,0
20467,1,2,0
20468,1,2,0
20469,1,2,0
20470,1,2,0
20471,1,2,0
20472,1,2,0
20473,1,2,0
20474,1,2,0
20475,1,2,0
20476,1,2,0
20477,1,2,0
20478,1,2,0
20479,1,2,0
20480,1,2,0
20481,1,2,0
20482,1,1,2
20483,1,2,0
20484,1,2,0
20485,1,2,0
20486,1,2,0
20487,1,2,0
20488,1,2,0
20489,1,2,0
20490,1,2,0
20491,1,1,2
20492,1,2,0
20493,1,2,0
20494,1,2,0
20495,1,2,0
20496,1,2,0
20497,1,2,0
20498,1,2,0
20499,1,2,0
20500,1,2,0
20501,1,2,0
20502,1,2,0
20503,1,2,0
20504,1,2,0
20505,1,2,0
20506,1,2,0
20507,1,2,0
20508,1,2,0
20509,1,2,0
20510,1,2,0
20511,1,2,0
20512,1,2,0
20513,1,1,2
20514,1,1,2
20515,1,1,1
20516,1,2,0
20517,1,2,0
20518,1,2,0
20519,1,2,0
20520,1,2,0
20521,1,2,0
20522,1,2,0
20523,1,2,0
20524,1,2,0
20525,1,2,0
20526,1,2,0
20527,1,2,0
20528,1,2,0
20529,1,2,0
20530,1,2,0
20531,1,2,0
20532,1,2,0
20533,1,2,0
20534,1,2,0
20535,1,2,0
20536,1,2,0
20537,1,2,0
20538,1,2,0
20539,1,2,0
20540,1,1,2
20541,1,2,0
20542,1,2,0
20543,1,2,0
20544,1,2,0
20545,1,1,1
20546,1,1,2
20547,1,2,0
20548,1,2,0
20549,1,2,0
20550,1,2,0
20551,1,1,2
20552,1,2,0
20553,1,2,0
20554,1,2,0
20555,1,2,0
20556,1,2,0
20557,1,1,1
20558,1,2,0
20559,1,1,2
20560,1,2,0
20561,1,2,0
20562,1,2,0
20563,1,2,0
20564,1,2,0
20565,1,1,2
20566,1,2,0
20567,1,2,0
20568,1,2,0
20569,1,2,0
20570,1,2,0
21001,1,2,0
21002,1,2,0
21003,1,2,0
21004,1,2,0
21005,1,2,0
21006,1,2,0
21007,1,2,0
21008,1,2,0
21009,1,2,0
21010,1,2,0
21011,1,2,0
21012,1,2,0
21013,1,9,97
21014,1,2,0
21015,1,1,1
21016,1,2,0
21017,1,2,0
21018,1,2,0
21019,1,1,1
21020,1,9,97
21021,1,9,97
21022,1,2,0
21023,1,2,0
21024,1,2,0
21025,1,2,0
21026,1,9,97
21027,1,1,2
21028,1,2,0
21029,1,2,0
21030,1,2,0
21031,1,2,0
21032,1,2,0
21033,1,2,0
21034,1,2,0
21035,1,1,2
21036,1,2,0
21037,1,2,0
21038,1,2,0
21039,1,2,0
21040,1,1,2
21041,1,1,1
21042,1,2,0
21043,1,2,0
21044,1,2,0
21045,1,2,0
21046,1,2,0
21047,1,1,9
21048,1,2,0
21049,1,2,0
21050,1,2,0
21051,1,1,2
21052,1,2,0
21053,1,2,0
21054,1,1,2
21055,1,2,0
21056,1,9,97
21057,1,2,0
21058,1,1,2
21059,1,2,0
21060,1,2,0
21061,1,1,2
21062,1,2,0
21063,1,2,0
21064,1,2,0
21065,1,2,0
21066,1,2,0
21067,1,2,0
21068,1,2,0
21069,1,2,0
21070,1,2,0
21071,1,2,0
21072,1,2,0
21073,1,2,0
21074,1,2,0
21075,1,2,0
21076,1,2,0
21077,1,2,0
21078,1,2,0
21079,1,2,0
21080,1,2,0
21081,1,2,0
21082,1,2,0
21083,1,2,0
21084,1,2,0
21085,1,2,0
21086,1,1,1
21087,1,2,0
21088,1,2,0
21089,1,2,0
21090,1,2,0
21091,1,2,0
21092,1,2,0
21093,1,2,0
21094,1,2,0
21095,1,2,0
21096,1,2,0
21097,1,2,0
21098,1,9,97
21099,1,2,0
21100,1,2,0
21101,1,2,0
21102,1,2,0
21103,1,2,0
21104,1,1,1
21105,1,2,0
21106,1,2,0
21107,1,9,97
21108,1,1,1
21109,1,2,0
21110,1,2,0
21111,1,2,0
21112,1,2,0
21113,1,2,0
21114,1,1,1
21115,1,2,0
21116,1,9,97
21117,1,2,0
21118,1,2,0
21119,1,1,2
21120,1,2,0
21121,1,2,0
21122,1,1,2
21123,1,2,0
21124,1,2,0
21125,1,2,0
21126,1,1,2
21127,1,2,0
21128,1,2,0
21129,1,2,0
21130,1,2,0
21131,1,2,0
21132,1,2,0
21133,1,2,0
21134,1,2,0
21135,1,2,0
21136,1,2,0
21137,1,2,0
21138,1,2,0
21139,1,2,0
21140,1,2,0
21141,1,2,0
21142,1,2,0
21143,1,2,0
21144,1,2,0
21145,1,1,2
21146,1,2,0
21147,1,2,0
21148,1,2,0
21149,1,9,97
21150,1,2,0
21151,1,2,0
21152,1,2,0
21153,1,9,97
21154,1,2,0
21155,1,2,0
21156,1,1,1
21157,1,2,0
21158,1,2,0
21159,1,2,0
21160,1,2,0
21161,1,2,0
21162,1,2,0
21163,1,2,0
21164,1,2,0
21165,1,2,0
21166,1,2,0
21167,1,2,0
21168,1,2,0
21169,1,2,0
21170,1,2,0
21171,1,2,0
21172,1,2,0
21173,1,2,0
21174,1,2,0
21175,1,2,0
21176,1,2,0
21177,1,1,2
21178,1,2,0
21179,1,2,0
21180,1,2,0
21181,1,2,0
21182,1,2,0
21183,1,2,0
21184,1,2,0
21185,1,2,0
21186,1,9,97
21187,1,2,0
21188,1,1,2
21189,1,2,0
21190,1,2,0
21191,1,1,2
21192,1,2,0
21193,1,2,0
21194,1,2,0
21195,1,2,0
21196,1,2,0
21197,1,2,0
21198,1,2,0
21199,1,2,0
21200,1,2,0
21201,1,2,0
21202,1,2,0
21203,1,2,0
21204,1,2,0
21205,1,2,0
21206,1,2,0
21207,1,1,2
21208,1,2,0
21209,1,1,2
21210,1,2,0
21211,1,2,0
21212,1,2,0
21213,1,2,0
21214,1,1,2
21215,1,2,0
21216,1,2,0
21217,1,2,0
22001,1,1,1
22002,1,1,1
22003,1,2,0
22004,1,2,0
22005,1,1,1
22006,1,1,2
22007,1,2,0
22008,1,1,2
22009,1,1,1
22010,1,2,0
22011,1,2,0
22012,1,1,1
22013,1,1,2
22014,1,1,1
22015,1,2,0
22016,1,2,0
22017,1,1,2
22018,1,1,1
23001,1,1,2
23002,1,2,0
23003,1,1,2
23004,1,1,1
23005,1,1,2
23006,1,1,2
23007,1,2,0
23008,1,1,2
23009,1,1,2
23010,1,2,0
23011,1,2,0
24001,1,2,0
24002,1,2,0
24003,1,2,0
24004,1,2,0
24005,1,1,2
24006,1,2,0
24007,1,1,2
24008,1,1,1
24009,1,2,0
24010,1,2,0
24011,1,1,2
24012,1,2,0
24013,1,1,1
24014,1,2,0
24015,1,2,0
24016,1,1,1
24017,1,2,0
24018,1,2,0
24019,1,2,0
24020,1,1,1
24021,1,2,0
24022,1,2,0
24023,1,1,2
24024,1,1,1
24025,1,1,2
24026,1,2,0
24027,1,2,0
24028,1,1,1
24029,1,1,2
24030,1,2,0
24031,1,1,2
24032,1,2,0
24033,1,2,0
24034,1,2,0
24035,1,1,1
24036,1,1,2
24037,1,1,2
24038,1,1,1
24039,1,1,2
24040,1,1,1
24041,1,2,0
24042,1,2,0
24043,1,2,0
24044,1,1,2
24045,1,2,0
24046,1,2,0
24047,1,2,0
24048,1,1,2
24049,1,2,0
24050,1,2,0
24051,1,2,0
24052,1,2,0
24053,1,1,1
24054,1,2,0
24055,1,1,2
24056,1,2,0
24057,1,2,0
24058,1,1,2
25001,1,1,1
25002,1,1,1
25003,1,1,1
25004,1,2,0
25005,1,1,2
25006,1,1,1
25007,1,1,9
25008,1,1,1
25009,1,1,1
25010,1,1,2
25011,1,1,1
25012,1,1,1
25013,1,2,0
25014,1,1,1
25015,1,1,1
25016,1,2,0
25017,1,1,2
25018,1,1,1
26001,1,2,0
26002,1,1,2
26003,1,2,0
26004,1,2,0
26005,1,2,0
26006,1,2,0
26007,1,2,0
26008,1,2,0
26009,1,2,0
26010,1,2,0
26011,1,2,0
26012,1,2,0
26013,1,2,0
26014,1,2,0
26015,1,2,0
26016,1,1,2
26017,1,2,0
26018,1,1,2
26019,1,2,0
26020,1,2,0
26021,1,1,2
26022,1,2,0
26023,1,2,0
26024,1,2,0
26025,1,2,0
26026,1,2,0
26027,1,2,0
26028,1,2,0
26029,1,1,1
26030,1,1,2
26031,1,2,0
26032,1,2,0
26033,1,1,2
26034,1,1,9
26035,1,2,0
26036,1,1,1
26037,1,2,0
26038,1,9,97
26039,1,1,2
26040,1,2,0
26041,1,1,9
26042,1,1,2
26043,1,1,2
26044,1,2,0
26045,1,2,0
26046,1,2,0
26047,1,2,0
26048,1,2,0
26049,1,2,0
26050,1,1,2
26051,1,2,0
26052,1,2,0
26053,1,2,0
26054,1,1,1
26055,1,2,0
26056,1,2,0
26057,1,2,0
26058,1,2,0
26059,1,2,0
26060,1,2,0
26061,1,2,0
26062,1,2,0
26063,1,2,0
26064,1,2,0
26065,1,2,0
26066,1,2,0
26067,1,2,0
26068,1,2,0
26069,1,2,0
26070,1,1,1
26071,1,2,0
26072,1,2,0
27001,1,2,0
27002,1,1,2
27003,1,2,0
27004,1,2,0
27005,1,1,2
27006,1,1,2
27007,1,1,2
27008,1,1,2
27009,1,2,0
27010,1,1,2
27011,1,1,2
27012,1,2,0
27013,1,1,9
27014,1,2,0
27015,1,1,2
27016,1,2,0
27017,1,1,2
28001,1,2,0
28002,1,1,2
28003,1,1,1
28004,1,2,0
28005,1,2,0
28006,1,2,0
28007,1,1,1
28008,1,2,0
28009,1,1,1
28010,1,2,0
28011,1,2,0
28012,1,2,0
28013,1,2,0
28014,1,2,0
28015,1,1,2
28016,1,2,0
28017,1,1,1
28018,1,2,0
28019,1,2,0
28020,1,2,0
28021,1,1,1
28022,1,1,2
28023,1,2,0
28024,1,2,0
28025,1,2,0
28026,1,2,0
28027,1,1,1
28028,1,2,0
28029,1,2,0
28030,1,2,0
28031,1,2,0
28032,1,1,1
28033,1,9,97
28034,1,2,0
28035,1,1,1
28036,1,2,0
28037,1,1,2
28038,1,2,0
28039,1,1,2
28040,1,1,1
28041,1,1,1
28042,1,1,2
28043,1,1,2
29001,1,2,0
29002,1,2,0
29003,1,1,2
29004,1,2,0
29005,1,2,0
29006,1,1,2
29007,1,1,2
29008,1,2,0
29009,1,2,0
29010,1,1,1
29011,1,2,0
29012,1,2,0
29013,1,2,0
29014,1,2,0
29015,1,1,2
29016,1,2,0
29017,1,2,0
29018,1,1,2
29019,1,2,0
29020,1,2,0
29021,1,1,2
29022,1,2,0
29023,1,1,2
29024,1,2,0
29025,1,1,2
29026,1,2,0
29027,1,2,0
29028,1,1,2
29029,1,2,0
29030,1,1,2
29031,1,2,0
29032,1,2,0
29033,1,1,2
29034,1,2,0
29035,1,2,0
29036,1,1,2
29037,1,2,0
29038,1,2,0
29039,1,2,0
29040,1,2,0
29041,1,1,1
29042,1,1,1
29043,1,2,0
29044,1,2,0
29045,1,2,0
29046,1,2,0
29047,1,2,0
29048,1,98,98
29049,1,2,0
29050,1,1,2
29051,1,2,0
29052,1,2,0
29053,1,1,2
29054,1,2,0
29055,1,1,2
29056,1,2,0
29057,1,2,0
29058,1,2,0
29059,1,2,0
29060,1,2,0
30001,1,2,0
30002,1,2,0
30003,1,1,2
30004,1,2,0
30005,1,2,0
30006,1,2,0
30007,1,2,0
30008,1,1,2
30009,1,1,2
30010,1,1,2
30011,1,2,0
30012,1,1,2
30013,1,1,2
30014,1,1,2
30015,1,1,1
30016,1,1,1
30017,1,2,0
30018,1,2,0
30019,1,1,2
30020,1,2,0
30021,1,2,0
30022,1,2,0
30023,1,1,2
30024,1,2,0
30025,1,2,0
30026,1,1,2
30027,1,1,2
30028,1,1,1
30029,1,1,2
30030,1,1,2
30031,1,2,0
30032,1,2,0
30033,1,1,2
30034,1,1,1
30035,1,2,0
30036,1,2,0
30037,1,2,0
30038,1,1,2
30039,1,1,1
30040,1,1,1
30041,1,1,2
30042,1,1,2
30043,1,2,0
30044,1,1,2
30045,1,1,2
30046,1,1,2
30047,1,1,1
30048,1,1,2
30049,1,1,2
30050,1,1,1
30051,1,2,0
30052,1,2,0
30053,1,1,2
30054,1,1,2
30055,1,1,2
30056,1,2,0
30057,1,2,0
30058,1,1,2
30059,1,1,2
30060,1,1,2
30061,1,1,1
30062,1,1,2
30063,1,2,0
30064,1,2,0
30065,1,1,2
30066,1,1,2
30067,1,2,0
30068,1,1,1
30069,1,1,2
30070,1,1,2
30071,1,1,2
30072,1,1,2
30073,1,1,2
30074,1,1,2
30075,1,1,2
30076,1,1,1
30077,1,1,2
30078,1,1,2
30079,1,2,0
30080,1,1,1
30081,1,2,0
30082,1,1,1
30083,1,2,0
30084,1,2,0
30085,1,1,2
30086,1,1,2
30087,1,1,1
30088,1,2,0
30089,1,1,2
30090,1,1,2
30091,1,2,0
30092,1,1,2
30093,1,1,1
30094,1,1,2
30095,1,2,0
30096,1,2,0
30097,1,2,0
30098,1,1,1
30099,1,1,2
30100,1,1,2
30101,1,1,1
30102,1,2,0
30103,1,2,0
30104,1,2,0
30105,1,1,2
30106,1,2,0
30107,1,2,0
30108,1,1,2
30109,1,1,1
30110,1,1,2
30111,1,2,0
30112,1,1,2
30113,1,2,0
30114,1,1,2
30115,1,1,2
30116,1,1,2
30117,1,1,2
30118,1,2,0
30119,1,2,0
30120,1,1,2
30121,1,1,2
30122,1,1,2
30123,1,1,1
30124,1,1,2
30125,1,1,2
30126,1,1,2
30127,1,2,0
30128,1,1,2
30129,1,1,2
30130,1,1,2
30131,1,1,1
30132,1,1,2
30133,1,1,1
30134,1,1,2
30135,1,1,2
30136,1,1,1
30137,1,1,2
30138,1,2,0
30139,1,1,2
30140,1,2,0
30141,1,1,1
30142,1,2,0
30143,1,1,2
30144,1,1,2
30145,1,1,1
30146,1,2,0
30147,1,2,0
30148,1,2,0
30149,1,2,0
30150,1,2,0
30151,1,1,2
30152,1,2,0
30153,1,2,0
30154,1,2,0
30155,1,2,0
30156,1,2,0
30157,1,2,0
30158,1,1,2
30159,1,2,0
30160,1,1,1
30161,1,2,0
30162,1,2,0
30163,1,2,0
30164,1,1,1
30165,1,2,0
30166,1,1,2
30167,1,1,2
30168,1,2,0
30169,1,1,1
30170,1,2,0
30171,1,1,1
30172,1,1,2
30173,1,1,2
30174,1,1,2
30175,1,1,2
30176,1,2,0
30177,1,2,0
30178,1,2,0
30179,1,2,0
30180,1,1,2
30181,1,1,2
30182,1,1,2
30183,1,1,2
30184,1,2,0
30185,1,2,0
30186,1,2,0
30187,1,2,0
30188,1,2,0
30189,1,1,2
30190,1,2,0
30191,1,1,2
30192,1,1,2
30193,1,1,1
30194,1,2,0
30195,1,2,0
30196,1,1,2
30197,1,2,0
30198,1,1,1
30199,1,2,0
30200,1,2,0
30201,1,1,1
30202,1,2,0
30203,1,2,0
30204,1,1,2
30205,1,2,0
30206,1,1,2
30207,1,1,1
30208,1,2,0
30209,1,1,2
30210,1,1,1
30211,1,2,0
30212,1,2,0
31001,1,2,0
31002,1,2,0
31003,1,2,0
31004,1,2,0
31005,1,2,0
31006,1,2,0
31007,1,2,0
31008,1,2,0
31009,1,2,0
31010,1,2,0
31011,1,1,2
31012,1,1,2
31013,1,2,0
31014,1,2,0
31015,1,2,0
31016,1,2,0
31017,1,2,0
31018,1,2,0
31019,1,2,0
31020,1,2,0
31021,1,2,0
31022,1,2,0
31023,1,1,2
31024,1,1,2
31025,1,2,0
31026,1,2,0
31027,1,2,0
31028,1,2,0
31029,1,2,0
31030,1,2,0
31031,1,2,0
31032,1,2,0
31033,1,2,0
31034,1,2,0
31035,1,1,2
31036,1,2,0
31037,1,2,0
31038,1,2,0
31039,1,2,0
31040,1,2,0
31041,1,1,2
31042,1,2,0
31043,1,2,0
31044,1,2,0
31045,1,2,0
31046,1,2,0
31047,1,2,0
31048,1,9,97
31049,1,2,0
31050,1,1,2
31051,1,2,0
31052,1,1,2
31053,1,2,0
31054,1,2,0
31055,1,1,2
31056,1,2,0
31057,1,2,0
31058,1,2,0
31059,1,1,2
31060,1,2,0
31061,1,2,0
31062,1,2,0
31063,1,1,2
31064,1,1,2
31065,1,2,0
31066,1,2,0
31067,1,1,2
31068,1,2,0
31069,1,2,0
31070,1,2,0
31071,1,2,0
31072,1,2,0
31073,1,2,0
31074,1,2,0
31075,1,1,2
31076,1,2,0
31077,1,2,0
31078,1,2,0
31079,1,1,2
31080,1,2,0
31081,1,2,0
31082,1,2,0
31083,1,2,0
31084,1,2,0
31085,1,2,0
31086,1,2,0
31087,1,2,0
31088,1,2,0
31089,1,1,2
31090,1,2,0
31091,1,2,0
31092,1,2,0
31093,1,2,0
31094,1,2,0
31095,1,2,0
31096,1,1,2
31097,1,2,0
31098,1,2,0
31099,1,2,0
31100,1,2,0
31101,1,1,2
31102,1,2,0
31103,1,2,0
31104,1,2,0
31105,1,1,2
31106,1,2,0
32001,1,2,0
32002,1,2,0
32003,1,2,0
32004,1,2,0
32005,1,1,1
32006,1,2,0
32007,1,2,0
32008,1,2,0
32009,1,2,0
32010,1,1,2
32011,1,2,0
32012,1,2,0
32013,1,2,0
32014,1,2,0
32015,1,2,0
32016,1,2,0
32017,1,1,1
32018,1,2,0
32019,1,1,1
32020,1,1,1
32021,1,2,0
32022,1,2,0
32023,1,1,1
32024,1,2,0
32025,1,1,2
32026,1,9,97
32027,1,2,0
32028,1,2,0
32029,1,1,1
32030,1,2,0
32031,1,2,0
32032,1,2,0
32033,1,2,0
32034,1,2,0
32035,1,2,0
32036,1,1,1
32037,1,2,0
32038,1,1,2
32039,1,1,1
32040,1,2,0
32041,1,2,0
32042,1,2,0
32043,1,2,0
32044,1,2,0
32045,1,1,2
32046,1,2,0
32047,1,1,9
32048,1,1,9
32049,1,1,1
32050,1,2,0
32051,1,2,0
32052,1,2,0
32053,1,2,0
32054,1,9,97
32055,1,2,0
32056,1,1,1
32057,1,1,2
32058,1,2,0
